13900,50,17/12/2010
14030,60,09/03/2006
14040,40,27/12/2008
14060,15,29/12/2005
14060,15,31/12/2006
14100,200,31/12/2006
14130,100,15/10/2005
14310,100,04/11/2005
14440,50,02/10/2013
14760,20,27/09/2005
14890,30,25/02/2009
15010,60,18/04/2007
15020,40,12/12/2007
15110,40,31/12/2012
15160,30,24/04/2013
15170,30,21/12/2007
15240,15,29/12/2005
15280,50,29/10/2005
15330,80,17/09/2010
15450,50,25/10/2005
15580,15,20/04/2005
15610,60,18/03/2011
15690,50,09/03/2006
15770,30,21/04/2005
15880,15,25/10/2005
16070,30,18/10/2005
16360,50,30/10/2009
16490,15,22/04/2005
16660,6,01/12/2012
16710,15,22/04/2005
16730,40,22/04/2005
16730,40,07/08/2007
16880,60,21/11/2007
17000,15,23/12/2012
17050,20,23/04/2005
17140,30,19/10/2005
17160,1807,23/04/2005
17290,100,16/10/2008
17330,30,14/11/2007
17330,10,03/09/2009
17940,20,25/01/2012
18250,80,13/03/2007
18460,15,25/10/2005
18560,30,07/10/2005
18900,30,24/11/2005
18940,20,16/10/2008
18980,30,06/05/2005
19100,20,10/05/2005
19150,30,31/12/2012
19200,15,24/05/2005
19300,15,06/08/2005
19350,20,07/12/2012
19410,15,25/05/2005
19410,20,02/03/2011
19680,60,26/06/2009
19680,80,20/04/2011
19880,60,12/12/2012
20170,160,15/09/2010
20240,10,09/09/2006
20240,10,10/07/2009
20390,25,20/03/2008
20500,15,27/08/2005
20520,50,10/07/2009
20530,30,08/11/2006
21510,30,21/05/2013
26310,50,18/05/2007
27250,20,14/05/2010
28360,30,09/11/2011
29980,100,20/04/2011
31940,30,29/11/2006
32320,50,20/10/2006
33190,50,18/10/2006
33790,100,31/12/2007
34500,500,04/06/2013
36500,30,31/01/2012
38000,40,31/08/2011
38460,30,17/10/2006
39610,20,08/03/2012
39920,50,24/01/2007
40410,30,04/11/2006
40410,50,19/04/2014
41800,100,01/12/2010
42750,20,02/11/2012
42900,2006,08/11/2007
43780,50,23/09/2011
46490,20,17/10/2007
46490,20,29/09/2010
46590,30,14/10/2005
46800,15,25/10/2005
46860,60,23/01/2009
47070,50,31/12/2009
47190,50,23/11/2007
47250,30,14/11/2006
47330,15,20/12/2005
47500,10,09/04/2010
47750,90,23/12/2011
47850,152.45,28/01/2006
48580,50,30/06/2010
48940,30,30/11/2007
49190,30,30/10/2008
49190,30,02/10/2009
49360,50,10/08/2011
49360,50,07/07/2012
49370,30,09/05/2009
49600,60,21/07/2006
49610,30,12/07/2008
49620,30,21/07/2006
49890,50,25/10/2008
51020,20,18/11/2006
51070,60,28/05/2010
51140,15,05/09/2007
51140,10,18/01/2008
51620,50,21/11/2006
51670,20,27/06/2007
51690,30,31/12/2012
51750,30,17/12/2011
52100,100,07/12/2012
52180,30,29/01/2008
52340,30,21/12/2012
52370,30,31/12/2008
52380,100,03/10/2007
52770,30,19/04/2014
52800,15,29/11/2006
52880,30,11/12/2008
52880,40,30/12/2012
53060,60,25/01/2012
53070,40,30/01/2007
53070,30,03/10/2007
53070,50,27/06/2013
53400,15,28/06/2007
54170,700,06/08/2010
54660,50,09/12/2006
54840,30,22/08/2013
54870,50,17/12/2009
54940,20,29/11/2008
55080,70,04/10/2013
55100,20,13/12/2006
55160,30,13/12/2006
55530,15,31/12/2010
55580,20,12/04/2012
55740,15,14/12/2006
55750,50,09/07/2011
55890,50,25/10/2007
55990,60,31/12/2008
55990,50,31/12/2010
56080,30,27/11/2009
56400,400,26/10/2007
56530,100,22/09/2010
56570,30,22/12/2006
56650,200,23/12/2011
56870,50,17/10/2007
56930,200,12/04/2007
57000,200,25/10/2013
57050,30,04/12/2009
57210,20,26/12/2006
57390,20,23/07/2011
57420,50,28/12/2006
57490,30,29/12/2006
57540,25,29/12/2006
57550,60,29/12/2006
57650,30,29/12/2006
57730,15,29/12/2006
57750,50,29/12/2006
57780,500,01/02/2013
57950,50,16/04/2010
57950,50,04/05/2011
58000,20,30/12/2006
58010,55,07/07/2012
58180,15,31/12/2006
58260,30,17/09/2010
58300,15,15/12/2010
58370,20,07/12/2007
58450,20,10/10/2007
58530,80,17/12/2010
58600,25,31/12/2006
58650,150,19/12/2007
58740,30,19/08/2011
58800,15,26/12/2010
59120,40,23/12/2009
59150,30,28/05/2010
59170,20,31/12/2006
59200,30,31/12/2006
59220,50,28/06/2012
59320,20,31/12/2006
59350,40,20/12/2008
59970,30,06/05/2009
60300,100,01/12/2012
60460,50,31/12/2006
60480,50,07/08/2008
60550,50,16/03/2011
60570,30,23/12/2011
60570,30,21/12/2013
60640,50,31/12/2013
60680,30,23/10/2007
60950,50,31/12/2010
60980,50,17/12/2011
61290,40,21/08/2007
61360,15,31/12/2006
61650,40,31/12/2011
62110,50,20/01/2007
62390,10,24/01/2007
62550,40,28/09/2011
62590,6,24/01/2007
62750,45,21/01/2011
62850,30,21/05/2013
62860,15,31/12/2007
62870,30,25/11/2011
62990,40,26/01/2007
63560,30,23/11/2012
64700,30,06/05/2009
65050,20,31/12/2012
65140,50,27/02/2007
65380,45,21/04/2010
65810,30,19/03/2010
65830,200,04/03/2011
65940,50,23/03/2011
65940,50,24/05/2014
66140,40,20/03/2007
66230,30,18/03/2009
66240,15,20/03/2007
66320,50,20/03/2007
66480,20,23/03/2007
66580,50,24/06/2011
66630,15,01/03/2012
66880,15,20/12/2013
66980,60,31/12/2013
67180,15,29/04/2011
67350,45,17/08/2012
67430,40,27/12/2012
67560,30,31/12/2011
67720,10,31/12/2013
67920,30,21/12/2007
68000,50,29/11/2012
68390,20,10/03/2012
68480,30,04/12/2013
68530,50,12/04/2007
68630,30,20/12/2007
68720,50,23/12/2009
68920,40,03/03/2012
69180,20,31/12/2013
69380,100,21/11/2007
69670,30,11/12/2009
69860,15,20/04/2007
70030,30,08/12/2010
70640,50,27/04/2007
70700,30,07/12/2007
72100,25,11/05/2007
72290,50,11/05/2007
72690,20,15/05/2007
73250,50,17/05/2007
73400,20,18/05/2007
73680,35,22/05/2007
73680,50,09/11/2011
73720,50,28/08/2013
73840,100,22/05/2007
74390,60,02/10/2008
74440,30,09/06/2009
74470,20,12/12/2012
74650,30,25/03/2009
74670,15,01/06/2007
75010,20,07/06/2007
75060,10,07/06/2007
75150,50,23/12/2011
75280,30,07/06/2007
75670,30,13/06/2007
75770,50,14/06/2007
75830,50,15/06/2007
75930,10,19/06/2007
75940,10,19/06/2007
75990,50,31/12/2010
76060,100,17/10/2007
76440,3500,26/05/2010
76620,50,23/10/2013
76760,30,05/10/2007
77480,50,14/11/2008
77680,30,11/07/2007
77720,20,04/12/2009
77770,100,07/01/2009
77900,50,11/07/2007
78400,30,23/11/2007
78410,30,15/05/2008
79480,75,20/05/2009
79660,30,19/04/2008
80210,30,16/08/2007
80260,10,16/08/2007
80570,50,26/12/2010
80580,30,21/08/2007
80590,60,31/12/2011
80650,10,12/09/2012
80750,45,27/10/2010
80840,25,05/07/2008
80910,50,24/08/2007
80980,30,24/08/2007
81300,20,03/09/2009
81320,20,28/08/2007
81450,50,31/12/2013
81550,30,25/10/2013
81680,25,05/09/2007
81820,30,31/12/2010
81830,30,03/02/2010
81910,20,07/09/2007
82070,50,08/09/2007
82240,45,08/02/2012
82390,50,12/12/2009
82600,80,01/03/2012
82670,20,19/01/2013
83080,30,30/11/2011
83120,1200,22/05/2009
83300,20,28/09/2007
83330,20,28/09/2007
83470,20,03/10/2007
83830,25,10/10/2007
83890,30,31/12/2008
84120,25,09/12/2009
84170,30,29/12/2009
84510,30,19/12/2009
84650,30,15/03/2012
84900,30,23/12/2009
85350,10,31/12/2008
85590,30,31/12/2008
85650,30,03/11/2007
86580,30,03/06/2009
86590,10,13/11/2007
86780,30,14/11/2007
86960,150,13/11/2010
87150,25,21/11/2007
87200,100,08/12/2010
87740,30,09/10/2008
87740,30,01/12/2010
87740,100,22/04/2014
88020,30,23/11/2007
88370,15,31/12/2013
88950,130,06/07/2013
89010,60,28/12/2008
89230,45,05/12/2007
89340,45,05/12/2007
89460,30,03/06/2009
89470,75,27/11/2009
89650,100,17/12/2010
89860,25,13/12/2007
89940,20,25/03/2009
90200,30,19/12/2007
90400,30,20/12/2007
90440,30,20/12/2007
90930,100,27/12/2007
90960,50,04/12/2013
91160,50,31/12/2010
91160,50,31/12/2011
91410,30,31/12/2013
91470,30,31/12/2008
91510,45,31/12/2008
91680,80,31/12/2007
91720,100,31/12/2007
92250,50,04/12/2008
92250,50,21/12/2012
92310,30,28/05/2010
92430,50,16/01/2008
92660,20,29/11/2012
92730,20,22/01/2008
93020,25,24/01/2008
93060,15,24/01/2008
93350,60,31/01/2008
93380,30,31/12/2013
93610,30,23/05/2008
93900,20,20/03/2008
94210,25,26/03/2008
94390,30,30/10/2013
94490,25,02/04/2008
94580,30,07/12/2012
94820,10,05/04/2008
94820,20,05/11/2013
94860,200,05/04/2008
95220,60,01/03/2012
95250,10,24/05/2014
95450,60,26/11/2010
95800,30,30/09/2009
95880,30,29/12/2009
95980,30,25/08/2012
96050,15,19/04/2008
96380,60,31/07/2009
96480,30,23/04/2008
96630,30,12/06/2008
96710,30,24/04/2008
97590,60,20/03/2009
97700,25,02/05/2008
97790,20,02/05/2008
98000,30,14/05/2008
98130,50,24/10/2012
98190,25,15/05/2008
98290,30,15/05/2008
98300,30,15/05/2008
98320,80,26/09/2012
98330,15,15/05/2008
98580,30,23/05/2008
99230,10,07/06/2008
99440,50,02/07/2010
99890,20,18/06/2008
100140,60,31/12/2013
100540,30,02/07/2008
100760,30,04/10/2008
101510,100,19/11/2010
101790,65,13/11/2013
102090,30,20/12/2008
102290,40,23/07/2008
103060,20,06/11/2009
103140,30,31/01/2009
103170,30,02/08/2008
103320,10,07/04/2012
103430,25,06/11/2009
103620,25,07/08/2008
103870,40,13/08/2008
104180,20,11/09/2008
104290,80,23/08/2008
104350,30,28/02/2013
104640,80,28/12/2010
104730,65,23/12/2012
105050,15,13/09/2008
105430,25,27/09/2008
105560,10,02/10/2008
105620,25,04/10/2008
105660,25,04/10/2008
105710,25,04/10/2008
106530,15,16/10/2008
106720,20,16/10/2008
106910,150,21/12/2012
106920,30,28/06/2012
107060,30,18/10/2008
107350,40,18/10/2008
107490,40,18/10/2008
107620,25,04/11/2009
108280,20,23/11/2011
108280,20,01/12/2012
108350,40,23/10/2009
108410,30,07/10/2009
108450,30,25/10/2008
108500,30,26/12/2009
108970,150,09/03/2011
109100,10,03/03/2012
109180,30,02/11/2008
109290,500,02/11/2008
109360,10,05/11/2008
109380,40,04/11/2009
109480,50,31/12/2012
109600,20,08/11/2008
109930,15,08/11/2008
110200,50,03/11/2011
110240,10,13/11/2008
110390,20,14/11/2008
110410,10,14/11/2008
110440,25,14/11/2008
110450,50,30/04/2014
110480,40,14/11/2008
110530,100,16/12/2009
111040,50,22/11/2008
111900,30,18/10/2012
112060,20,06/12/2008
112860,50,19/12/2009
112940,100,18/12/2008
112960,30,04/11/2010
112980,40,18/12/2008
113070,50,23/09/2009
113090,120,28/09/2013
113240,20,18/12/2008
113360,40,19/12/2008
113560,30,28/02/2009
113680,30,20/12/2008
113780,30,31/12/2009
113840,40,31/12/2012
114480,20,27/12/2008
114540,30,28/12/2008
114710,10,31/12/2008
114910,30,31/12/2009
115000,30,21/12/2012
115110,50,31/12/2008
115130,150,17/05/2012
115170,35,13/11/2010
115170,50,31/12/2011
115300,20,31/12/2008
115400,50,17/12/2011
115460,30,14/10/2011
116170,50,26/12/2009
116310,20,15/12/2010
116330,40,07/05/2010
116470,10,22/01/2009
116600,50,08/12/2010
116610,40,18/06/2010
116700,15,31/12/2009
117070,10,06/02/2009
117420,15,18/02/2009
117850,10,28/02/2009
118240,30,14/05/2010
118550,30,27/04/2011
118750,30,27/04/2011
119270,20,18/04/2009
120380,50,16/09/2011
120680,10,20/04/2011
120710,30,31/12/2009
121070,50,15/12/2010
121460,20,22/10/2010
121530,30,30/05/2009
121530,30,15/12/2010
121840,30,03/06/2009
122000,200,01/06/2011
123070,25,19/06/2009
123170,20,12/12/2009
123200,15,19/04/2014
123390,100,26/06/2009
123660,30,14/02/2014
123870,40,08/07/2009
124120,15,10/07/2009
124520,200,31/12/2009
124890,60,24/09/2010
125160,30,24/03/2010
126640,30,31/12/2010
126660,100,31/12/2011
128140,200,28/06/2012
128350,30,21/10/2009
129520,20,18/10/2012
129540,12,06/10/2010
129670,10,31/10/2013
129740,30,30/10/2009
129790,30,24/09/2010
129800,100,03/06/2011
129920,30,04/11/2009
130070,70,28/10/2011
130130,100,23/12/2011
130830,50,18/11/2009
131220,75,22/10/2013
131480,30,24/11/2010
131530,30,26/11/2009
131660,35,23/02/2013
132110,65,23/12/2011
132260,40,09/12/2009
132300,70,11/10/2013
132420,50,25/06/2010
132670,30,12/12/2009
132930,10,29/11/2012
133190,20,19/11/2010
133390,10,27/01/2012
133420,30,18/12/2009
133480,20,22/12/2009
133540,30,23/12/2009
133810,30,17/08/2008
133830,50,29/12/2009
133980,20,29/12/2009
134170,50,31/12/2009
134350,100,21/12/2012
134690,30,31/12/2009
135000,50,31/12/2012
135440,60,27/10/2010
135620,60,21/12/2012
136320,20,12/02/2010
136500,15,17/02/2010
136540,50,17/02/2010
136540,75,29/03/2014
136550,15,24/02/2012
137260,30,04/11/2010
137750,10,24/03/2010
137760,200,30/10/2013
137910,100,25/03/2010
138570,40,12/04/2013
138710,90,07/12/2012
138710,90,05/11/2013
139050,50,29/06/2011
139090,100,12/01/2011
139390,50,14/10/2011
139740,60,14/05/2011
139980,30,30/04/2010
140310,60,13/05/2010
140630,20,18/05/2010
141230,250,01/12/2012
141270,15,09/11/2011
141760,45,29/03/2014
141960,25,16/06/2010
142070,25,17/06/2010
142240,60,24/05/2013
142390,30,23/06/2010
142440,30,23/06/2010
142460,20,23/06/2010
142470,30,23/06/2010
142590,10,25/06/2010
142950,30,10/07/2013
142970,20,02/07/2010
143000,30,02/07/2010
143200,30,02/12/2011
143380,40,31/12/2013
143540,10,09/07/2010
143820,30,09/11/2011
144020,20,15/07/2010
144310,20,13/10/2010
144610,1000,10/11/2011
144970,200,07/12/2012
144820,50,16/06/2012
145000,30,31/12/2011
145450,90,27/12/2012
146040,20,27/08/2010
146050,80,27/08/2010
146050,140,29/11/2012
146850,30,04/10/2013
147400,45,24/09/2010
148190,50,05/08/2012
148980,30,12/12/2012
149000,50,13/11/2010
149090,50,07/04/2012
149110,300,16/11/2010
149340,250,19/11/2010
149600,100,24/11/2010
150030,40,25/11/2011
150050,50,04/12/2010
150080,30,04/12/2010
150260,30,08/12/2010
150320,65,31/12/2011
150360,100,10/12/2010
150820,25,31/12/2012
150900,50,31/12/2013
150990,50,17/12/2010
151030,20,18/12/2010
151080,50,21/09/2012
151210,30,23/12/2011
151400,20,12/12/2012
151440,50,31/12/2013
151890,75,05/11/2013
151920,50,23/12/2011
152750,30,20/01/2011
152910,200,05/04/2013
153130,50,28/01/2011
153330,30,12/04/2012
153710,20,11/02/2011
154090,55,31/12/2013
154390,20,23/09/2011
154640,150,26/03/2011
154940,50,26/09/2012
155020,60,31/12/2013
155380,100,02/02/2013
156110,50,24/04/2013
156320,30,02/02/2012
156340,50,15/06/2011
156710,50,01/10/2013
156820,60,08/03/2012
156950,60,13/07/2011
156970,30,31/12/2013
158120,20,23/10/2013
158900,20,19/11/2011
159180,30,31/12/2012
159280,10,26/08/2011
159410,70,02/09/2011
160200,30,05/10/2011
161010,40,12/12/2013
161440,60,03/11/2011
161640,40,17/08/2012
162030,100,09/11/2011
162180,30,09/11/2011
162200,30,23/08/2013
162860,20,10/11/2011
163680,60,25/10/2012
163940,30,16/11/2011
164410,20,19/11/2011
164450,90,11/06/2014
164460,40,02/11/2012
164630,30,28/09/2012
164760,20,19/11/2011
165280,50,22/11/2011
165440,30,23/11/2011
165530,30,11/10/2012
166140,30,29/11/2011
166390,15,28/10/2012
166620,20,10/12/2013
167070,30,27/11/2013
167360,45,15/12/2011
167600,150,31/12/2012
167980,15,20/12/2012
168490,20,30/12/2012
169000,60,31/12/2011
169400,30,31/12/2011
170040,50,14/01/2012
170480,30,25/01/2012
158850,15,28/02/2012
172080,20,19/04/2012
172340,15,03/05/2012
172570,50,12/03/2014
172920,30,04/09/2013
174210,25,09/06/2012
174390,10,25/01/2013
174560,20,21/06/2012
174590,30,21/06/2012
174710,20,05/11/2013
174830,50,21/06/2012
175240,50,28/06/2012
176240,150,30/04/2013
176280,30,30/06/2012
176350,100,30/06/2012
177120,60,07/07/2012
178470,30,25/01/2013
179350,10,23/08/2012
179360,15,24/05/2014
179640,30,23/08/2012
179800,45,22/11/2013
179840,25,25/08/2012
180240,10,07/09/2012
180340,30,07/09/2012
180380,30,07/09/2012
180390,30,07/09/2012
180520,30,08/09/2012
180670,10,12/09/2012
181040,20,27/11/2013
181140,50,20/09/2012
181190,50,20/09/2012
182080,15,15/11/2013
182420,20,18/10/2012
182850,60,27/10/2012
183200,60,02/11/2012
183490,32,22/11/2013
183810,30,18/11/2012
183940,30,18/11/2012
184080,30,06/07/2013
184360,100,06/07/2013
184460,8,29/10/2013
185400,60,29/11/2012
185960,30,01/12/2012
186440,30,05/12/2012
187060,100,06/07/2013
187070,100,09/07/2014
187650,10,08/12/2012
187900,15,12/12/2012
188070,20,12/12/2012
188600,300,19/12/2013
188620,60,13/11/2013
188960,15,26/10/2013
189660,20,22/12/2012
189700,30,22/11/2013
190000,60,23/12/2012
190030,60,23/12/2012
190160,32,21/02/2013
190380,15,23/10/2013
190520,60,27/12/2012
191000,30,31/12/2013
192400,20,11/01/2013
193050,30,31/12/2013
193920,30,09/11/2013
194140,100,21/02/2013
194430,20,28/02/2013
194820,20,15/03/2013
195530,35,04/04/2013
195820,50,11/04/2013
196640,50,04/05/2013
197220,200,14/05/2013
197460,30,15/05/2013
198070,30,18/05/2013
198110,30,18/05/2013
199030,25,07/02/2014
199960,10,04/04/2014
199960,10,04/07/2014
200030,30,05/06/2013
201050,30,27/06/2013
201570,100,13/07/2013
201690,100,18/07/2013
202000,40,31/12/2013
202830,50,04/09/2013
202880,50,04/09/2013
203860,60,11/10/2013
204040,30,16/10/2013
204320,30,16/10/2013
204840,15,17/10/2013
204980,45,30/04/2014
205060,30,18/10/2013
206500,30,23/10/2013
206780,50,24/10/2013
206950,30,24/10/2013
207010,30,24/10/2013
207070,30,24/10/2013
207090,30,24/10/2013
208440,40,09/04/2014
208470,15,25/10/2013
209560,30,31/10/2013
210380,50,08/11/2013
211040,50,15/11/2013
211700,30,27/11/2013
211800,30,27/11/2013
213110,30,20/12/2013
213210,50,24/12/2013
213730,50,31/12/2013
215170,20,17/01/2014
215300,20,31/12/2013
215370,60,31/12/2013
219340,30,09/04/2014
219420,70,09/04/2014
220170,13,22/04/2014
220400,20,18/04/2014
220840,100,29/04/2014
222070,20,24/05/2014
223550,50,18/06/2014
203120,30,19/08/2014
75360,15,17/09/2014
226140,20,23/09/2014
206530,40,24/09/2014
226220,50,24/09/2014
204890,15,24/09/2014
9360,20,30/09/2014
78180,75,30/09/2014
132510,30,30/09/2014
76010,190,14/10/2014
184670,30,15/10/2014
123910,50,17/10/2014
227060,40,23/10/2014
122080,50,21/10/2014
161440,140,22/10/2014
19150,40,29/10/2014
131450,100,10/06/2015
19690,100,31/10/2014
850,30,31/10/2014
139620,30,31/10/2014
229030,30,28/10/2014
229420,60,08/11/2014
198220,20,06/06/2015
229520,20,08/11/2014
230020,25,13/11/2014
132520,120,28/10/2014
230400,30,12/11/2014
71140,60,14/11/2014
134250,50,18/11/2014
189680,180,19/11/2014
206020,60,19/11/2014
231120,39,21/11/2014
176600,50,21/11/2014
209510,30,21/11/2014
59610,20,25/11/2014
10720,30,25/11/2014
61370,45,26/11/2014
79360,50,26/11/2014
153940,30,04/06/2015
83830,30,28/11/2014
90360,100,02/12/2014
230970,30,03/12/2014
13530,30,05/12/2014
12740,50,09/12/2014
188820,30,09/12/2014
480,45,16/12/2014
131980,50,17/12/2014
169220,30,19/12/2014
232580,15,19/12/2014
45410,90,23/12/2014
52510,50,23/12/2014
47490,190,23/12/2014
191010,50,23/12/2014
133250,60,24/12/2014
222340,500,27/05/2015
196000,100,30/12/2014
191850,150,30/12/2014
233410,100,29/12/2014
61520,30,30/12/2014
233580,250,30/12/2014
146450,90,30/12/2014
48130,200,31/12/2014
113840,50,31/12/2014
132570,60,31/12/2014
169380,60,31/12/2014
214850,60,31/12/2014
159670,80,23/01/2015
95830,20,24/01/2015
13300,20,27/01/2015
197270,15,27/01/2015
17770,20,29/01/2015
235160,50,04/02/2015
235320,50,11/02/2015
161500,120,12/02/2015
119430,5,17/12/2014
195130,30,06/03/2015
87200,30,12/03/2015
70080,20,13/03/2015
78450,50,17/03/2015
176680,25,20/03/2015
175480,30,20/03/2015
236500,20,21/03/2015
97740,50,26/03/2015
204860,30,04/04/2015
245660,10,08/04/2015
159770,30,09/04/2015
234650,150,12/01/2015
245840,50,14/11/2014
188780,30,28/04/2015
140710,50,02/05/2015
114360,150,09/05/2015
45300,30,12/05/2015
246310,45,14/05/2015
235590,10,29/07/2015
217820,30,17/06/2015
169270,5,20/05/2015
248050,20,09/07/2015
228460,30,03/07/2015
98340,50,23/07/2015
132380,30,31/07/2015
193600,20,04/08/2015
248950,20,08/08/2015
225390,100,08/08/2015
249000,20,12/08/2015
249120,30,14/08/2015
154010,100,20/08/2015
249300,30,21/08/2015
100580,120,04/09/2015
153670,100,23/09/2015
169020,50,25/09/2015
251070,60,01/10/2015
202250,30,06/10/2015
204690,15,13/10/2015
167350,20,14/10/2015
251850,30,15/10/2015
251760,60,13/10/2015
252040,100,16/10/2015
251980,100,15/10/2015
99640,30,17/10/2015
251960,25,15/10/2015
9520,40,20/10/2015
222260,20,22/10/2015
167850,100,23/10/2015
53650,40,23/10/2015
46490,20,28/10/2015
254090,30,30/10/2015
254140,40,30/10/2015
140090,100,30/10/2015
132300,70,31/10/2015
253450,32,29/10/2015
255510,25,31/10/2015
202860,50,31/10/2015
255380,30,31/10/2015
255390,10,31/10/2015
125110,60,03/11/2015
255950,40,03/11/2015
256430,100,04/11/2015
256470,45,04/11/2015
139970,50,04/11/2015
200100,10,04/11/2015
257450,40,05/11/2015
258420,30,07/11/2015
258930,30,13/11/2015
81190,45,13/11/2015
258860,30,12/11/2015
160300,30,12/11/2015
162210,200,18/11/2015
131960,60,18/11/2015
259560,10,20/11/2015
165920,20,24/11/2015
10640,30,26/11/2015
260110,45,28/11/2015
161980,50,28/11/2015
228110,100,28/11/2015
121130,150,02/12/2015
165980,40,02/12/2015
12840,125,03/12/2015
213410,40,01/12/2015
260550,100,04/12/2015
5560,80,01/12/2015
232650,50,06/12/2015
71620,50,08/12/2015
260660,300,08/12/2015
231690,50,09/12/2015
138550,100,10/12/2015
169630,35,10/12/2015
261130,30,17/12/2015
117550,40,17/12/2015
69460,30,17/12/2015
186900,15,17/12/2015
178190,75,17/12/2015
261350,20,18/12/2015
232020,60,19/12/2015
213360,150,19/12/2015
261540,60,19/12/2015
192560,310,23/12/2015
211880,40,23/12/2015
261930,20,23/12/2015
54990,50,26/12/2015
15110,50,24/12/2015
150600,40,24/12/2015
150640,100,24/12/2015
129100,30,30/12/2015
121420,60,30/12/2015
212510,30,29/12/2015
168510,71,29/12/2015
71880,60,29/12/2015
185470,45,29/12/2015
74610,20,31/12/2015
14130,150,31/12/2015
263090,20,31/12/2015
263320,45,31/12/2015
215360,50,31/12/2015
169460,60,31/12/2015
215330,100,31/12/2015
29760,40,21/04/2010
40780,30,28/11/2007
45520,30,04/05/2011
47080,15,28/12/2007
48030,100,09/07/2009
14410,50,27/03/2008
14770,20,10/09/2010
15140,20,25/11/2009
15530,50,30/10/2009
15880,15,21/04/2005
15910,100,10/03/2010
15980,350,31/12/2012
15980,500,31/12/2013
16210,30,25/11/2009
16500,85,26/02/2010
17260,30,19/04/2013
17270,30,21/06/2008
18570,100,31/10/2006
19220,50,31/12/2006
20220,100,24/03/2006
8820,25,29/07/2005
9140,50,18/03/2009
10720,20,09/11/2013
12730,60,05/03/2014
2600,450,31/12/2007
5560,100,23/12/2012
78050,20,13/07/2007
79050,30,24/08/2007
80450,100,09/10/2008
83080,40,12/12/2013
68140,100,08/11/2012
68660,50,19/07/2012
68790,35,13/04/2007
69460,30,28/11/2007
69740,30,16/04/2010
70560,30,03/03/2012
71360,150,06/12/2011
71570,30,20/12/2008
73290,30,21/12/2012
58080,50,16/12/2009
58760,80,26/12/2010
59270,100,31/12/2006
59380,30,31/12/2006
60050,10,28/12/2012
60160,30,22/12/2010
60460,100,16/09/2011
61250,30,31/12/2006
63600,10,22/04/2011
65040,15,26/07/2007
65250,50,09/03/2007
48960,80,03/08/2007
53830,50,23/04/2013
115960,10,10/01/2009
115980,20,10/01/2009
117460,30,09/11/2013
119680,20,15/04/2011
121180,90,23/12/2011
104580,20,29/12/2009
105370,19,21/11/2009
105450,25,27/09/2008
105980,38,18/11/2009
106720,35,08/03/2012
109600,25,17/09/2010
109710,30,07/12/2013
110360,15,31/12/2009
111310,20,29/12/2009
111860,75,04/12/2008
95120,20,11/04/2008
97000,20,04/09/2013
98080,50,30/12/2012
88480,60,11/06/2014
89260,20,05/12/2007
90320,200,12/12/2013
92810,15,22/01/2008
166070,30,29/11/2011
